0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	2.0	4.7	-2.9	0.0	0.0	0.0	0.0	0.0	-17.7	-7.8	-2.2	0.8	0.0	0.0	0.0	0.0	-41.2	-56.7	-52.4	-38.0	-27.7	-33.7	-23.2	-23.0	-22.8	-13.6	-7.6	-7.6	-2.3	0.0	0.0	0.0	0.0	0.0	-40.4	-56.3	-65.0	-44.8	-27.3	0.0	-19.8	-23.5	-27.1	-9.6	0.0	-5.8	-4.1	0.0	0.0	0.0	0.0	0.0	-40.6	-55.9	-56.1	-56.2	-56.2	0.0	-56.4	0.0	-56.3	-56.5	-56.4	-55.9	-56.6	-56.5	-56.4	0.0	-60.1	-44.9	-23.4	0.0	0.0	-20.6	-24.3	-8.4	0.0	0.0	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.4
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	2.0	0.0	0.0	0.0	0.0	-14.9	0.0	0.0	0.0	0.0	0.0	-3.1	0.2	2.2	-3.7	0.0	0.0	0.0	0.0	-13.6	-35.2	-30.0	-16.3	-7.2	-10.4	3.7	-3.9	-4.2	-1.1	3.4	4.7	8.6	0.0	0.0	0.0	0.0	0.0	-9.6	-30.8	-42.0	-24.3	-6.7	0.0	-3.1	-6.0	-8.0	6.2	0.0	15.3	14.4	0.0	0.0	0.0	0.0	0.0	-8.9	-28.1	-29.1	-30.0	-29.9	0.0	-30.8	0.0	-30.8	-31.6	-31.5	-30.7	-32.3	-32.2	-32.2	0.0	-36.8	-24.1	-3.2	0.0	0.0	-5.5	-9.8	-0.1	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.8
0.0	4.7	0.0	0.0	0.0	0.0	-10.2	0.0	0.0	0.0	0.0	0.0	-3.7	0.1	3.3	0.5	0.0	0.0	0.0	0.0	-21.1	-53.9	-57.2	-42.0	-31.4	-32.4	-26.5	-24.2	-23.6	-6.4	4.1	5.6	11.5	0.0	0.0	0.0	0.0	0.0	-16.7	-48.9	-70.1	-53.9	-34.1	0.0	-24.5	-25.2	-24.1	5.4	0.0	17.8	17.4	0.0	0.0	0.0	0.0	0.0	-15.9	-45.9	-47.0	-48.0	-47.9	0.0	-49.0	0.0	-48.9	-49.9	-49.8	-48.9	-50.7	-50.6	-50.5	0.0	-64.9	-53.3	-30.7	0.0	0.0	-25.7	-27.8	-2.4	0.0	0.0	29.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-55.7
0.0	-2.9	0.0	0.0	-14.9	-10.2	0.0	0.0	0.0	0.0	0.0	0.0	-52.9	-34.9	-21.3	-4.5	0.0	0.0	0.0	0.0	-84.0	-114.6	-106.8	-81.2	-60.9	-65.5	-49.1	-41.9	-38.5	-38.4	-31.4	-32.4	-16.8	0.0	0.0	0.0	0.0	0.0	-82.3	-112.7	-128.0	-99.8	-65.8	0.0	-35.1	-35.0	-31.9	-31.7	0.0	-25.9	-22.5	0.0	0.0	0.0	0.0	0.0	-82.5	-111.2	-111.8	-112.3	-112.1	0.0	-112.8	0.0	-112.7	-113.4	-113.1	-111.9	-113.6	-113.3	-113.1	0.0	-119.9	-99.0	-59.1	0.0	0.0	-31.7	-30.2	-19.6	0.0	0.0	-12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-118.9
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
